Вартість (грн),Обрамлення,Потужність (л/г),Охоронний статус,Ступінь небезпеки,Матеріал,Лояльність клієнта,Статус проєкта
1196.61,Просте,42.6,Невелике занепокоєння,Безпечний,Поліпропілен,2.68,Заблоковано
1092.95,Просте,64.57,Вищий статус охорони,Безпечний,Поліпропілен,3.75,Заблоковано
1001.26,Стандартне,41.71,Невелике занепокоєння,Безпечний,Скло,2.3,Заблоковано
1065.62,Просте,36.77,Невелике занепокоєння,Помірна,Поліпропілен,0.57,Заблоковано
902.76,Коштовне,28.08,Невелике занепокоєння,Висока,Поліпропілен,1.3,Заблоковано
899.59,Коштовне,65.41,Невелике занепокоєння,Помірна,Залізо,3.36,Узгоджено
1035.44,Просте,50.46,Не охороняється,Безпечний,Льон,2.01,Заблоковано
662.24,Стандартне,45.5,Не охороняється,Безпечний,Скло,0.79,Узгоджено
1423.27,Коштовне,25.86,Не охороняється,Висока,Скло,1.35,Заблоковано
972.33,Стандартне,65.0,Невелике занепокоєння,Безпечний,Залізо,4.4,Заблоковано
658.03,Стандартне,42.91,Не охороняється,Безпечний,Залізо,3.07,Узгоджено
852.96,Коштовне,55.18,Не охороняється,Помірна,Залізо,0.81,Узгоджено
735.89,Стандартне,45.88,Вищий статус охорони,Безпечний,Поліпропілен,1.3,Узгоджено
1394.77,Просте,46.97,Не охороняється,Помірна,Скло,4.53,Заблоковано
644.92,Просте,34.59,Не охороняється,Помірна,Льон,1.48,Узгоджено
1050.85,Коштовне,30.0,Невелике занепокоєння,Помірна,Скло,3.24,Заблоковано
886.89,Просте,37.2,Невелике занепокоєння,Помірна,Льон,3.44,Заблоковано
934.79,Коштовне,25.53,Вищий статус охорони,Безпечний,Поліпропілен,5.37,Заблоковано
921.21,Коштовне,48.34,Невелике занепокоєння,Безпечний,Поліпропілен,1.68,Заблоковано
756.25,Стандартне,28.0,Вищий статус охорони,Помірна,Льон,3.5,Узгоджено
986.38,Просте,49.12,Не охороняється,Висока,Скло,1.46,Заблоковано
976.3,Стандартне,39.03,Вищий статус охорони,Безпечний,Скло,1.98,Заблоковано
1280.34,Просте,59.35,Невелике занепокоєння,Помірна,Скло,1.29,Заблоковано
1033.81,Коштовне,28.94,Не охороняється,Безпечний,Поліпропілен,2.44,Заблоковано
744.54,Стандартне,43.17,Не охороняється,Помірна,Скло,6.95,Узгоджено
787.2,Коштовне,50.98,Не охороняється,Висока,Скло,0.96,Узгоджено
1086.17,Коштовне,56.4,Невелике занепокоєння,Помірна,Залізо,3.09,Заблоковано
779.17,Коштовне,33.42,Не охороняється,Помірна,Скло,1.97,Узгоджено
850.68,Коштовне,27.52,Невелике занепокоєння,Помірна,Скло,4.35,Заблоковано
1039.18,Стандартне,58.19,Не охороняється,Помірна,Поліпропілен,1.14,Заблоковано
648.1,Стандартне,44.29,Не охороняється,Висока,Скло,2.49,Узгоджено
812.97,Коштовне,34.7,Вищий статус охорони,Висока,Льон,0.0,Узгоджено
738.14,Коштовне,37.5,Не охороняється,Помірна,Поліпропілен,1.66,Узгоджено
1135.79,Просте,44.88,Невелике занепокоєння,Помірна,Льон,1.93,Заблоковано
1196.58,Просте,37.34,Невелике занепокоєння,Безпечний,Залізо,0.87,Заблоковано
714.8,Просте,51.57,Не охороняється,Висока,Залізо,2.41,Узгоджено
773.61,Просте,69.5,Невелике занепокоєння,Безпечний,Поліпропілен,0.59,Узгоджено
636.85,Коштовне,34.31,Не охороняється,Безпечний,Скло,2.46,Узгоджено
573.83,Стандартне,41.3,Невелике занепокоєння,Помірна,Поліпропілен,1.66,Узгоджено
1047.65,Коштовне,81.56,Вищий статус охорони,Висока,Поліпропілен,2.62,Заблоковано
826.7,Коштовне,63.2,Не охороняється,Помірна,Залізо,0.0,Узгоджено
799.24,Просте,61.32,Вищий статус охорони,Висока,Залізо,3.14,Узгоджено
902.18,Стандартне,36.36,Не охороняється,Висока,Залізо,4.93,Заблоковано
833.56,Стандартне,49.42,Невелике занепокоєння,Безпечний,Поліпропілен,1.29,Узгоджено
1062.22,Стандартне,37.09,Вищий статус охорони,Помірна,Залізо,2.36,Заблоковано
858.45,Стандартне,5.01,Не охороняється,Помірна,Льон,2.21,Заблоковано
856.21,Просте,65.07,Вищий статус охорони,Помірна,Скло,2.46,Узгоджено
826.39,Просте,17.75,Вищий статус охорони,Висока,Залізо,1.58,Заблоковано
1067.37,Стандартне,46.86,Не охороняється,Помірна,Поліпропілен,2.29,Заблоковано
794.33,Коштовне,37.49,Вищий статус охорони,Безпечний,Поліпропілен,0.45,Узгоджено
